signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,TP Pot. Profit 9,TP Pot. Profit 10,TP Pot. Profit 11,TP Pot. Profit 12,TP Pot. Profit 13,TP Pot. Profit 14,TP Pot. Profit 15,potentialLoss
1007,"05/26/2023, 03:39:30 PM","06/12/2023, 10:19:00 AM",BNB/USDT,,SHORT,10,309.389,0,2,8,184.684,100,50,92.342,-0,92.342,closed,306.5,312.333,318.167,324,303,298,292,285,275,260,240,220,211,,,,,,,334.4,11.419,27.732,47.308,70.147,102.773,151.713,216.966,282.219,311.582,,,,,,,-91.028
1008,"05/27/2023, 08:52:00 AM","05/31/2023, 04:09:00 AM",DOGE/USDT,,LONG,5,0.071,0,1,1,0.28,100,25,0.07,0,0.07,closed,0.071,0.065,0.059,0.053,0.072,0.075,0.081,0.088,0.101,0.114,0.127,0.135,0.143,0.159,0.358,0.475,0.58,0.744,0.948,0.048,5.599,28.205,66.559,115.552,203.387,296.473,391.657,441.349,503.639,611.982,2005.599,2824.468,3555.851,4708.567,6132.839,-166.643
1009,"05/27/2023, 11:37:42 AM","05/31/2023, 06:57:00 AM",MANA/USDT,,LONG,5,0.468,0,1,2,1.711,100,25,0.428,0,0.428,closed,0.468,0.451,0.435,0.418,0.477,0.49,0.51,0.54,0.59,0.65,0.75,0.87,1,1.13,,,,,,0.394,10.16,24.064,45.455,77.54,131.016,195.187,302.139,430.481,569.519,708.556,,,,,,-78.61
1010,"05/28/2023, 09:06:53 AM","06/05/2023, 04:55:00 AM",FIL/USDT,,LONG,5,4.54,0,1,2,2.026,100,25,0.507,0,0.507,closed,4.54,4.451,4.361,4.272,4.573,4.875,5.043,5.275,5.453,5.657,5.785,5.956,6.275,6.435,,,,,,4.079,3.634,36.894,55.396,80.947,100.551,123.018,137.115,155.892,191.079,208.7,,,,,,-50.771
1011,"05/30/2023, 01:00:06 AM","05/31/2023, 07:01:00 AM",ROSE/USDT,,LONG,5,0.052,0,1,1,0.525,100,25,0.131,0,0.131,closed,0.052,0.05,0.048,0.047,0.054,0.055,0.056,0.058,0.061,0.065,0.07,0.077,0.085,0.093,,,,,,0.044,10.496,21.947,34.351,53.435,82.061,120.229,167.939,234.733,311.069,387.405,,,,,,-78.244
1012,"05/30/2023, 11:43:39 AM","06/05/2023, 05:16:00 PM",EGLD/USDT,,LONG,5,36.792,0,2,3,4.43,100,50,2.215,0,2.215,closed,37.1,36.49,35.88,35.27,37.5,38.25,38.97,39.84,42.13,45.24,47.14,49.34,52.17,54.26,,,,,,34.17,5.391,15.499,25.202,36.927,67.79,109.704,135.31,164.96,203.1,231.267,,,,,,-39.488
1013,"05/31/2023, 08:56:32 PM","06/22/2023, 12:49:00 PM",XMR/USDT,,SHORT,5,148.429,0,2,4,12.877,100,50,6.439,0,6.439,closed,147,149.887,152.773,155.66,144.31,140.43,135.24,129.45,124.14,118.15,112.37,104.62,99.51,90.33,,,,,,161.47,9.15,22.347,40,59.694,77.755,98.129,117.789,144.15,161.531,192.755,,,,,,-49.218
1014,"06/01/2023, 03:06:54 PM","06/05/2023, 02:33:00 PM",ICP/USDT,,LONG,5,4.69,0,1,1,0.32,100,25,0.08,0,0.08,closed,4.69,4.617,4.545,4.472,4.75,5.014,5.475,6.024,6.45,6.754,7.012,7.562,7.889,8.264,,,,,,4.312,6.397,34.542,83.689,142.217,187.633,220.043,247.548,306.183,341.045,381.023,,,,,,-40.299
1015,"06/02/2023, 10:56:26 AM","06/03/2023, 11:13:00 PM",ETC/USDT,,LONG,5,18.05,0,1,1,0.299,100,25,0.075,0,0.075,closed,18.05,17.469,16.887,16.306,18.266,18.68,19.45,21.14,24.74,28.15,32.47,35.47,39.419,,,,,,,15.322,5.983,17.452,38.781,85.596,185.319,279.778,399.446,482.548,591.939,,,,,,,-75.568
1016,"06/03/2023, 06:58:56 PM","06/05/2023, 03:04:00 PM",DYDX/USDT,,LONG,5,2.095,0,1,1,0.537,100,25,0.134,0,0.134,closed,2.095,2.017,1.938,1.86,2.14,2.2,2.3,2.42,2.56,2.8,3.1,3.4,3.94,,,,,,,1.735,10.74,25.06,48.926,77.566,110.979,168.258,239.857,311.456,440.334,,,,,,,-85.919
1017,"06/04/2023, 08:17:03 PM","06/05/2023, 05:56:00 PM",BCH/USDT,,LONG,5,114.908,0,4,0,-18.136,100,100,-18.136,0,-18.136,closed,116.5,115.447,114.393,113.34,118,122,125,127,129,131,133,136.2,,,,,,,,110.74,6.438,23.605,36.481,45.064,53.648,62.232,70.815,84.549,,,,,,,,-24.721
1018,"06/05/2023, 04:30:17 PM","06/07/2023, 04:47:00 PM",ATOM/USDT,,LONG,10,10.299,0,4,0,-62.04,100,100,-62.04,0,-62.04,closed,10.64,10.417,10.193,9.97,10.75,10.88,11,11.2,11.5,11.9,12.4,13,13.7,14.5,15.3,,,,,9.66,10.338,22.556,33.835,52.632,80.827,118.421,165.414,221.805,287.594,362.782,437.97,,,,,-92.105
1019,"06/06/2023, 01:15:06 AM","06/10/2023, 06:28:00 AM",BTC/USDT,,LONG,5,25750,0,1,3,3.155,100,25,0.789,0,0.789,closed,25750,25233.333,24716.667,24200,25950,26300,27000,27500,28000,28700,29600,30000,31000,,,,,,,23709,3.883,10.68,24.272,33.981,43.689,57.282,74.757,82.524,101.942,,,,,,,-39.631
1020,"06/06/2023, 04:20:29 PM","06/21/2023, 04:25:00 PM",ETH/USDT,,SHORT,20,1844.88,0,4,7,68.377,100,100,68.377,0,68.377,closed,1825,1838.333,1851.667,1865,1815,1805,1790,1770,1750,1720,1680,1620,1480,,,,,,,1913,10.959,21.918,38.356,60.274,82.192,115.068,158.904,224.658,378.082,,,,,,,-96.438
1021,"06/06/2023, 09:58:58 PM","06/10/2023, 06:21:00 AM",BNB/USDT,,LONG,5,270.538,0,4,0,-46.552,100,100,-46.552,0,-46.552,closed,286,276,266,256,290,294,298,309,317,323,328,334,342,351,,,,,,245.35,6.993,13.986,20.979,40.21,54.196,64.685,73.427,83.916,97.902,113.636,,,,,,-71.066
1022,"06/07/2023, 01:47:50 AM","06/10/2023, 03:43:00 AM",EOS/USDT,,LONG,10,0.87,0,3,1,1.783,100,75,1.337,0,1.337,closed,0.892,0.87,0.849,0.827,0.901,0.91,0.93,0.95,0.98,1.03,1.09,1.15,1.22,1.3,,,,,,0.798,10.09,20.179,42.601,65.022,98.655,154.709,221.973,289.238,367.713,457.399,,,,,,-105.381
1023,"06/07/2023, 03:37:35 PM","06/10/2023, 06:22:00 AM",HBAR/USDT,,LONG,5,0.048,0,4,0,-38.012,100,100,-38.012,0,-38.012,closed,0.049,0.048,0.047,0.046,0.05,0.054,0.06,0.066,0.07,0.074,0.079,0.083,0.09,0.098,,,,,,0.044,7.279,50.546,105.237,168.924,204.711,250.809,299.939,344.015,406.996,486.049,,,,,,-53.478
1024,"06/08/2023, 06:31:10 PM","06/10/2023, 03:49:00 AM",LTC/USDT,,LONG,10,87.774,0,2,1,1.04,100,50,0.52,0,0.52,closed,88.7,86.867,85.033,83.2,89.6,90.6,92,94,97,100,104,108,113,118.2,,,,,,80.1,10.147,21.421,37.204,59.752,93.574,127.396,172.492,217.587,273.957,332.582,,,,,,-96.956
1025,"06/09/2023, 06:00:33 PM","06/10/2023, 04:44:00 AM",MATIC/USDT,,LONG,5,0.74,0,4,0,-33.918,100,100,-33.918,0,-33.918,closed,0.763,0.748,0.733,0.718,0.782,0.843,0.881,0.922,0.952,1.006,1.07,1.159,,,,,,,,0.69,12.579,52.149,76.847,104.232,123.821,159.002,200.734,259.434,,,,,,,,-47.89
1026,"06/09/2023, 07:38:30 PM","06/10/2023, 06:21:00 AM",KLAY/USDT,,LONG,10,0.158,0,4,0,-75.208,100,100,-75.208,0,-75.208,closed,0.164,0.16,0.156,0.152,0.166,0.168,0.17,0.174,0.179,0.188,0.2,0.212,0.227,,,,,,,0.146,9.146,21.341,36.585,60.976,91.463,146.341,219.512,292.683,384.146,,,,,,,-109.756
1027,"06/10/2023, 07:14:38 PM","06/10/2023, 08:24:00 PM",JASMY/USDT,,LONG,5,0.003,0,1,1,0.326,100,25,0.081,0,0.081,closed,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,,,,,,0.003,6.512,21.129,50.651,70.912,176.411,245.152,306.946,393.632,521.129,657.308,,,,,,-118.234
1028,"06/10/2023, 08:20:50 PM","06/12/2023, 12:39:00 AM",ETH/USDT,,LONG,10,1752,0,1,1,0.514,100,25,0.128,0,0.128,closed,1752,1713,1674,1635,1770,1790,1820,1850,1890,1950,2050,2150,2260,2380,,,,,,1582,10.274,21.689,38.813,55.936,78.767,113.014,170.091,227.169,289.954,358.447,,,,,,-97.032
1029,"06/10/2023, 08:56:43 PM","06/11/2023, 02:11:00 AM",LINA/USDT,,LONG,5,0.01,0,1,1,0.505,100,25,0.126,0,0.126,closed,0.01,0.01,0.009,0.009,0.01,0.01,0.011,0.011,0.012,0.012,0.013,0.014,0.017,0.023,0.19,,,,,0.008,10.101,20.202,35.354,55.556,80.808,116.162,156.566,217.172,333.333,676.768,9095.96,,,,,-78.283
1030,"06/12/2023, 05:40:36 AM","06/13/2023, 05:26:00 PM",KLAY/USDT,,LONG,10,0.152,0,1,2,1.974,100,25,0.493,0,0.493,closed,0.152,0.148,0.144,0.14,0.154,0.156,0.159,0.163,0.168,0.175,0.185,0.2,0.215,0.23,,,,,,0.135,13.158,26.316,46.053,72.368,105.263,151.316,217.105,315.789,414.474,513.158,,,,,,-110.526
1031,"06/12/2023, 03:16:44 PM",,UNI/USDT,,LONG,5,4.14,0,1,6,220.757,100,25,14.404,40.785,55.189,open,4.14,3.924,3.709,3.493,4.22,4.4,4.7,5.124,5.759,6.457,6.89,7.45,8.19,8.97,9.343,,,,,3.296,9.662,31.401,67.633,118.841,195.531,279.831,332.126,399.758,489.13,583.333,628.382,,,,,-101.932
1031,"06/12/2023, 06:04:09 PM","06/13/2023, 03:11:00 PM",ADA/USDT,,LONG,5,0.277,0,1,1,0.542,100,25,0.135,0,0.135,closed,0.277,0.267,0.257,0.247,0.283,0.29,0.3,0.315,0.335,0.36,0.39,0.43,0.47,0.51,0.56,,,,,0.23,10.83,23.466,41.516,68.592,104.693,149.819,203.971,276.173,348.375,420.578,510.83,,,,,-84.838
1032,"06/13/2023, 11:52:46 PM","06/14/2023, 09:51:00 PM",SAND/USDT,,LONG,5,0.386,0,1,1,0.518,100,25,0.13,0,0.13,closed,0.386,0.371,0.355,0.34,0.394,0.404,0.415,0.43,0.45,0.49,0.54,0.6,0.68,0.77,,,,,,0.318,10.363,23.316,37.565,56.995,82.902,134.715,199.482,277.202,380.829,497.409,,,,,,-88.083
1033,"06/14/2023, 05:08:52 PM","06/14/2023, 08:07:00 PM",GRT/USDT,,LONG,5,0.099,0,1,1,0.328,100,25,0.082,0,0.082,closed,0.099,0.096,0.093,0.09,0.101,0.104,0.11,0.121,0.138,0.149,0.159,0.168,0.175,,,,,,,0.087,6.552,24.194,54.94,107.359,195.06,249.496,300.907,347.782,381.502,,,,,,,-59.879
1034,"06/15/2023, 06:54:43 AM","06/15/2023, 10:30:00 PM",ETH/USDT,,LONG,10,1654,0,1,1,0.484,100,25,0.121,0,0.121,closed,1654,1616,1578,1540,1670,1690,1710,1750,1810,1880,1980,2100,2240,2430,,,,,,1487.9,9.674,21.765,33.857,58.041,94.317,136.638,197.098,269.649,354.293,469.166,,,,,,-100.423
1035,"06/15/2023, 04:50:49 PM","06/21/2023, 05:16:00 PM",INJ/USDT,,LONG,5,5.72,0,1,8,89.292,100,25,22.323,0,22.323,closed,5.72,5.52,5.32,5.12,5.82,5.93,6.07,6.2,6.35,6.6,6.95,7.3,7.7,8.1,9,9.97,,,,4.78,8.741,18.357,30.594,41.958,55.07,76.923,107.517,138.112,173.077,208.042,286.713,371.503,,,,-82.168
1036,"06/16/2023, 08:53:09 AM","06/19/2023, 02:55:00 AM",ID/USDT,,LONG,5,0.285,0,2,1,1.026,100,50,0.513,0,0.513,closed,0.292,0.279,0.267,0.255,0.297,0.305,0.315,0.325,0.337,0.36,0.39,0.43,0.47,0.53,,,,,,0.238,9.434,23.156,40.309,57.461,78.045,117.496,168.954,237.564,306.175,409.091,,,,,,-91.767
1037,"06/17/2023, 08:22:22 PM",,EGLD/USDT,,LONG,5,30.468,0,2,4,38.062,100,50,10.747,8.284,19.031,open,31,29.953,28.907,27.86,32,33,35,37,40,43,48,53,57,60.58,,,,,,26.71,16.129,32.258,64.516,96.774,145.161,193.548,274.194,354.839,419.355,477.097,,,,,,-69.194
1038,"06/17/2023, 08:33:31 PM","07/22/2023, 04:51:00 AM",TRX/USDT,,LONG,5,0.07,0,3,8,66.905,100,75,50.179,0,50.179,closed,0.071,0.07,0.069,0.068,0.072,0.073,0.075,0.076,0.078,0.079,0.082,0.083,0.086,,,,,,,0.067,5.812,13.025,23.669,33.123,42.787,55.462,72.479,82.073,101.471,,,,,,,-33.403
1039,"06/19/2023, 10:36:01 PM","06/20/2023, 07:52:00 AM",SOL/USDT,,LONG,5,15.95,0,1,1,0.549,100,25,0.137,0,0.137,closed,15.95,15.433,14.917,14.4,16.3,16.8,17.5,18.5,20,21.5,23.5,26,28.5,31.7,,,,,,13.3,10.972,26.646,48.589,79.937,126.959,173.981,236.677,315.047,393.417,493.73,,,,,,-83.072
1040,"06/20/2023, 06:19:54 PM","06/28/2023, 09:30:00 PM",FIL/USDT,,LONG,5,3.681,0,2,5,14.399,100,50,7.2,0,7.2,closed,3.7,3.663,3.625,3.588,3.747,3.819,3.914,4.083,4.221,4.355,4.478,4.63,4.846,5.094,,,,,,3.533,6.351,16.081,28.919,51.757,70.405,88.514,105.135,125.676,154.865,188.378,,,,,,-22.568
1041,"06/20/2023, 08:30:45 PM",,ONT/USDT,,LONG,5,0.17,0,1,6,68.348,100,25,7.393,9.694,17.087,open,0.17,0.162,0.155,0.147,0.173,0.177,0.182,0.188,0.2,0.22,0.24,0.26,0.285,0.315,,,,,,0.138,10.324,22.124,36.873,54.572,89.971,148.968,207.965,266.962,340.708,429.204,,,,,,-92.92
1042,"06/21/2023, 09:08:12 PM","06/22/2023, 01:09:00 PM",REN/USDT,,LONG,5,0.06,0,1,2,1.661,100,25,0.415,0,0.415,closed,0.06,0.058,0.056,0.053,0.061,0.063,0.065,0.067,0.069,0.073,0.078,0.085,0.095,0.104,,,,,,0.051,9.967,23.256,35.714,52.326,73.09,106.312,147.841,205.98,289.037,363.787,,,,,,-80.565
1043,"06/22/2023, 06:14:35 AM","06/28/2023, 09:30:00 PM",ETC/USDT,,LONG,5,16.944,0,2,4,15.431,100,50,7.716,0,7.716,closed,17.28,16.62,15.96,15.3,17.62,18.1,18.7,19.5,20.5,22,24,27,30,32.65,,,,,,14.23,9.838,23.727,41.088,64.236,93.171,136.574,194.444,281.25,368.056,444.734,,,,,,-88.252
1044,"06/22/2023, 07:13:59 PM","06/28/2023, 09:30:00 PM",DOT/USDT,,LONG,5,4.84,0,1,3,5.32,100,25,1.33,0,1.33,closed,4.84,4.673,4.507,4.34,4.94,5.05,5.2,5.35,5.55,5.8,6.1,6.5,7,7.5,8.1,8.67,,,,4.08,10.331,21.694,37.19,52.686,73.347,99.174,130.165,171.488,223.14,274.793,336.777,395.661,,,,-78.512
1045,"06/23/2023, 01:49:48 AM","06/24/2023, 12:10:00 AM",INJ/USDT,,LONG,5,6.99,0,1,3,5.057,100,25,1.264,0,1.264,closed,6.99,6.768,6.547,6.325,7.14,7.298,7.468,7.876,8.125,8.298,8.452,8.59,8.768,9.2,9.938,,,,,6.107,10.73,22.031,34.192,63.376,81.187,93.562,104.578,114.449,127.182,158.083,210.873,,,,,-63.162
1046,"06/23/2023, 07:08:45 PM","07/05/2023, 12:38:00 PM",AGIX/USDT,,LONG,5,0.237,0,4,2,5.361,100,100,5.361,0,5.361,closed,0.254,0.243,0.232,0.221,0.259,0.265,0.274,0.285,0.3,0.32,0.34,0.37,0.4,0.455,,,,,,0.209,10.848,22.682,40.434,62.13,91.716,131.164,170.611,229.783,288.955,397.436,,,,,,-88.166
1047,"06/24/2023, 10:26:19 AM","06/30/2023, 05:07:00 AM",LTC/USDT,,SHORT,5,91.1,0,1,4,7.931,100,25,1.983,0,1.983,closed,91.1,95.067,99.033,103,90,88.7,86.5,83,79,74,70,64,,,,,,,,107.48,6.037,13.172,25.247,44.457,66.411,93.853,115.807,148.738,,,,,,,,-89.901
1048,"06/24/2023, 06:40:01 PM","06/24/2023, 06:41:00 PM",WAVES/USDT,,SHORT,10,2.82,0,1,1,0.532,100,25,0.133,0,0.133,closed,2.82,2.883,2.947,3.01,2.79,2.76,2.72,2.67,2.6,2.5,2.35,2.2,2,1.8,1.67,,,,,3.105,10.638,21.277,35.461,53.191,78.014,113.475,166.667,219.858,290.78,361.702,407.801,,,,,-101.064
1049,"06/25/2023, 11:14:23 PM","06/29/2023, 03:13:00 PM",COMP/USDT,,LONG,5,37.502,0,2,8,128.761,100,50,64.38,0,64.38,closed,38.25,36.783,35.317,33.85,39,40,41.2,42.5,44,46,49,52,56,61,67,73,,,,31.2,9.804,22.876,38.562,55.556,75.163,101.307,140.523,179.739,232.026,297.386,375.817,454.248,,,,-92.157
1050,"06/26/2023, 03:33:34 AM","06/26/2023, 03:51:00 AM",ICP/USDT,,SHORT,5,0,0,0,0,0,100,0,0,0,0,closed,4.255,4.379,4.503,4.627,4.22,4.17,4.1,4.03,3.9,3.78,3.66,3.4,3.22,3.05,,,,,,4.73,4.113,9.988,18.214,26.439,41.716,55.817,69.918,100.47,121.622,141.598,,,,,,-55.817
1051,"06/26/2023, 05:13:33 PM","07/05/2023, 05:31:00 PM",BAND/USDT,,LONG,5,1.239,0,3,1,1.836,100,75,1.377,0,1.377,closed,1.307,1.241,1.176,1.11,1.33,1.36,1.4,1.45,1.51,1.6,1.7,1.85,2,2.2,2.48,,,,,1.048,8.799,20.275,35.578,54.705,77.659,112.089,150.344,207.728,265.111,341.622,448.738,,,,,-99.082
1052,"06/27/2023, 10:19:42 AM","06/29/2023, 09:16:00 PM",DOT/USDT,,LONG,5,4.968,0,3,2,2.28,100,75,1.71,0,1.71,closed,5.1,4.971,4.841,4.712,5.16,5.23,5.3,5.4,5.55,5.75,6,6.25,6.55,6.94,,,,,,4.576,5.882,12.745,19.608,29.412,44.118,63.725,88.235,112.745,142.157,180.392,,,,,,-51.373
1053,"06/28/2023, 09:52:58 PM","07/13/2023, 07:39:00 PM",ETH/USDT,,SHORT,10,1876.832,0,4,0,-64.027,100,100,-64.027,0,-64.027,closed,1830,1861.667,1893.333,1925,1812,1795,1775,1750,1710,1650,1580,1500,1400,1300,,,,,,1997,9.836,19.126,30.055,43.716,65.574,98.361,136.612,180.328,234.973,289.617,,,,,,-91.257
1053,"06/28/2023, 10:09:15 PM","06/29/2023, 02:12:00 PM",BCH/USDT,,SHORT,10,231.275,0,4,0,-67.126,100,100,-67.126,0,-67.126,closed,224.2,229,233.8,238.6,222,219,216,212,207,202,195,185,175,163,150,135,,,,246.8,9.813,23.194,36.574,54.416,76.717,99.019,130.241,174.844,219.447,272.971,330.955,397.859,,,,-100.803
1054,"06/30/2023, 03:30:01 PM","07/13/2023, 08:03:00 PM",MATIC/USDT,,LONG,5,0.64,0,4,8,124.309,100,100,124.309,0,124.309,closed,0.668,0.65,0.632,0.614,0.681,0.695,0.715,0.74,0.77,0.8,0.832,0.857,0.876,0.904,,,,,,0.586,9.731,20.21,35.18,53.892,76.347,98.802,122.53,141.766,155.763,176.497,,,,,,-61.751
1055,"06/30/2023, 07:20:57 PM","07/01/2023, 12:40:00 PM",LTC/USDT,,LONG,3,106.669,0,2,1,0.89,100,50,0.445,0,0.445,closed,110,103.533,97.067,90.6,113,116,120,132,140,148,158,170,185,200,220,,,,,80.98,8.182,16.364,27.273,60,81.818,103.636,130.909,163.636,204.545,245.455,300,,,,,-79.145
1056,"06/30/2023, 09:35:31 PM","07/02/2023, 11:35:00 AM",BCH/USDT,,SHORT,10,307.272,0,3,6,33.43,100,75,25.073,0,25.073,closed,302,307.333,312.667,318,298,294,290,286,278,268,255,240,220,200,178,152,,,,329.4,13.245,26.49,39.735,52.98,79.47,112.583,155.629,205.298,271.523,337.748,410.596,496.689,,,,-90.728
1057,"07/01/2023, 10:38:08 AM","07/02/2023, 10:24:00 AM",AVAX/USDT,,SHORT,5,12.91,0,1,1,0.343,100,25,0.086,0,0.086,closed,12.91,13.228,13.546,13.864,12.733,12.605,12.108,11.475,10.978,10.748,10.485,9.862,,,,,,,,14.333,6.855,11.813,31.061,55.577,74.826,83.734,93.919,118.048,,,,,,,,-55.112
1058,"07/01/2023, 05:19:17 PM","07/04/2023, 09:14:00 PM",ID/USDT,,LONG,5,0.281,0,2,2,3.428,100,50,1.714,0,1.714,closed,0.287,0.276,0.264,0.253,0.296,0.305,0.315,0.33,0.35,0.37,0.4,0.43,0.47,0.515,,,,,,0.241,15.679,31.359,48.78,74.913,109.756,144.599,196.864,249.129,318.815,397.213,,,,,,-81.01
1059,"07/02/2023, 09:45:46 AM","07/06/2023, 04:10:00 PM",SXP/USDT,,LONG,5,0.374,0,2,2,3.09,100,50,1.545,0,1.545,closed,0.385,0.365,0.344,0.324,0.392,0.403,0.437,0.497,0.572,0.637,0.695,0.782,0.894,0.983,,,,,,0.313,9.618,23.655,68.495,146.348,243.306,328.438,402.911,516.116,661.554,777.489,,,,,,-93.579
1060,"07/02/2023, 05:22:03 PM","07/03/2023, 02:02:00 PM",VET/USDT,,LONG,5,0.02,0,1,1,0.491,100,25,0.123,0,0.123,closed,0.02,0.02,0.019,0.018,0.021,0.021,0.022,0.023,0.024,0.026,0.028,0.031,0.034,0.039,,,,,,0.017,9.828,20.885,35.627,60.197,89.681,138.821,187.961,261.671,335.381,458.231,,,,,,-90.909
1061,"07/03/2023, 01:51:47 PM","07/03/2023, 07:14:00 PM",XLM/USDT,,SHORT,5,0.107,0,1,1,0.235,100,25,0.059,0,0.059,closed,0.107,0.109,0.112,0.115,0.106,0.104,0.102,0.099,0.095,0.092,0.087,0.083,0.079,0.076,,,,,,0.121,4.695,9.906,22.254,34.272,55.023,69.249,92.77,109.671,126.901,144.695,,,,,,-67.324
1062,"07/03/2023, 11:51:25 PM","07/06/2023, 11:00:00 AM",ETH/USDT,,SHORT,10,1955,0,1,2,1.662,100,25,0.416,0,0.416,closed,1955,1998.333,2041.667,2085,1935,1910,1880,1840,1790,1700,1600,1490,1390,1300,,,,,,2159.5,10.23,23.018,38.363,58.824,84.399,130.435,181.586,237.852,289.003,335.038,,,,,,-104.604
1063,"07/04/2023, 11:34:26 AM","07/04/2023, 03:14:00 PM",AGIX/USDT,,LONG,5,0.259,0,1,1,0.183,100,25,0.046,0,0.046,closed,0.259,0.248,0.236,0.225,0.261,0.269,0.28,0.299,0.348,0.38,0.397,0.447,0.498,0.56,,,,,,0.206,3.669,19.312,39.784,76.477,171.109,232.908,267.478,364.04,460.796,581.112,,,,,,-101.97
1064,"07/04/2023, 09:11:40 PM","07/04/2023, 09:14:00 PM",BTC/USDT,,SHORT,20,0,0,0,0,0,100,0,0,0,0,closed,30850,31150,31450,31750,30700,30500,30250,29900,29500,29000,28200,27200,26000,24900,,,,,,32406,9.724,22.69,38.898,61.588,87.52,119.935,171.799,236.629,314.425,385.737,,,,,,-100.875
1065,"07/05/2023, 08:46:01 PM","07/05/2023, 09:52:00 PM",FIL/USDT,,LONG,5,4.708,0,1,1,0.25,100,25,0.062,-0,0.062,closed,4.708,4.51,4.313,4.115,4.755,4.905,5.125,5.475,5.895,6.257,6.574,6.785,7.457,7.9,8.578,,,,,3.957,4.992,20.922,44.286,81.457,126.062,164.507,198.173,220.582,291.95,338.997,411.003,,,,,-79.758
1066,"07/06/2023, 06:53:18 PM","07/07/2023, 03:54:00 AM",LTC/USDT,,SHORT,10,97.1,0,1,2,1.596,100,25,0.399,0,0.399,closed,97.1,99.333,101.567,103.8,96.1,95,93.7,92.5,91,89,86,82,78,72,,,,,,107.5,10.299,21.627,35.015,47.374,62.822,83.419,114.315,155.51,196.704,258.496,,,,,,-107.106
1067,"07/07/2023, 12:33:15 PM","07/09/2023, 09:41:00 AM",DOGE/USDT,,LONG,5,0.065,0,1,1,0.252,100,25,0.063,0,0.063,closed,0.065,0.064,0.062,0.06,0.066,0.067,0.068,0.07,0.073,0.075,0.077,0.08,0.08,,,,,,,0.057,5.046,11.391,17.966,34.021,55.428,74.694,89.908,109.709,113.685,,,,,,,-63.303
1068,"07/08/2023, 01:46:14 PM","07/08/2023, 10:03:00 PM",NEAR/USDT,,LONG,5,1.365,0,1,2,0.549,100,25,0.137,0,0.137,closed,1.365,1.306,1.247,1.188,1.375,1.385,1.425,1.517,1.624,1.715,1.825,1.937,2.01,2.355,,,,,,1.083,3.663,7.326,21.978,55.678,94.872,128.205,168.498,209.524,236.264,362.637,,,,,,-103.297
1069,"07/10/2023, 05:14:51 PM",,THETA/USDT,,LONG,5,0.722,0,1,5,35.709,100,25,3.875,5.053,8.927,open,0.722,0.695,0.667,0.64,0.736,0.75,0.77,0.8,0.85,0.91,1,1.12,1.24,1.34,1.47,,,,,0.606,9.695,19.391,33.241,54.017,88.643,130.194,192.521,275.623,358.726,427.978,518.006,,,,,-80.332
1070,"07/11/2023, 02:19:56 PM","07/12/2023, 05:51:00 PM",ALGO/USDT,,LONG,5,0.109,0,2,1,0.545,100,50,0.272,0,0.272,closed,0.11,0.107,0.105,0.102,0.111,0.113,0.114,0.12,0.125,0.128,0.13,0.134,0.137,0.141,,,,,,0.099,4.545,13.636,18.182,45.455,67.273,80.909,90.455,107.273,121.818,139.091,,,,,,-49.545
1071,"07/11/2023, 06:45:41 PM","07/13/2023, 07:36:00 PM",XRP/USDT,,LONG,5,0.474,0,1,8,130.432,100,25,32.608,0,32.608,closed,0.474,0.458,0.442,0.426,0.484,0.495,0.51,0.53,0.55,0.58,0.62,0.67,0.72,0.78,0.865,,,,,0.395,10.549,22.152,37.975,59.072,80.169,111.814,154.008,206.751,259.494,322.785,412.447,,,,,-83.333
1072,"07/12/2023, 03:41:30 PM","07/14/2023, 08:21:00 PM",BNB/USDT,,LONG,5,246.8,0,1,2,1.54,100,25,0.385,0,0.385,closed,246.8,238.033,229.267,220.5,251.8,257,263,270,278,288,300,320,345,375,410,462,,,,208.9,10.13,20.665,32.82,47.002,63.209,83.468,107.78,148.298,198.947,259.724,330.632,435.981,,,,-76.783
1073,"07/13/2023, 04:08:48 PM","07/16/2023, 09:41:00 PM",ID/USDT,,LONG,5,0.262,0,1,4,10.305,100,25,2.576,0,2.576,closed,0.262,0.253,0.243,0.234,0.267,0.273,0.28,0.29,0.3,0.32,0.35,0.38,0.42,0.47,0.52,,,,,0.22,9.542,20.992,34.351,53.435,72.519,110.687,167.939,225.191,301.527,396.947,492.366,,,,,-80.153
1074,"07/13/2023, 05:24:47 PM","07/13/2023, 08:06:00 PM",BCH/USDT,,SHORT,10,286.314,0,2,2,2.345,100,50,1.173,0,1.173,closed,284,288.667,293.333,298,281.2,278,274,269,260,250,235,220,200,169,,,,,,312,9.859,21.127,35.211,52.817,84.507,119.718,172.535,225.352,295.775,404.93,,,,,,-98.592
