signalId,date open,date closed,coin,exchange,direction,leverage,avgEntryPrice,avgTpValue,maxReachedEntry,maxReachedTp,pnl,allocatedAmount,spentAmount,realizedProfit,unrealizedProfit,totalProfit,status,EP1,EP2,EP3,EP4,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,stopLoss,TP Pot. Profit 1,TP Pot. Profit 2,TP Pot. Profit 3,TP Pot. Profit 4,TP Pot. Profit 5,TP Pot. Profit 6,TP Pot. Profit 7,TP Pot. Profit 8,TP Pot. Profit 9,TP Pot. Profit 10,TP Pot. Profit 11,potentialLoss
WOO/USDT:LONG:0.218,"06/27/2023, 09:28:52 PM","06/28/2023, 02:20:00 AM",WOO/USDT,,LONG,10,0.225,0,1,1,3.189,100,25,0.797,0,0.797,closed,0.225,0.224,0.223,0.222,0.229,0.233,0.238,0.243,0.252,0.26,,,,,,0.218,19.137,36.938,59.19,81.442,121.495,157.098,,,,,,-29.818
ONT/USDT:LONG:0.19,"06/27/2023, 10:17:24 PM","06/28/2023, 09:26:00 PM",ONT/USDT,,LONG,10,0.204,0,4,0,-70.655,100,100,-70.655,0,-70.655,closed,0.209,0.206,0.203,0.2,0.214,0.218,0.224,0.23,0.24,0.25,0.258,0.27,,,,0.19,23.923,43.062,71.77,100.478,148.325,196.172,234.45,291.866,,,,-90.909
VET/USDT:LONG:0.018,"07/01/2023, 06:48:11 PM","07/07/2023, 02:02:00 AM",VET/USDT,,LONG,10,0.02,0,4,0,-92.274,100,100,-92.274,0,-92.274,closed,0.021,0.02,0.02,0.019,0.021,0.022,0.022,0.022,0.023,0.024,0.026,0.027,0.028,,,0.018,19.324,38.647,57.971,82.126,130.435,178.744,231.884,280.193,352.657,,,-130.435
AGIX/USDT:LONG:0.215,"07/06/2023, 01:16:22 PM","07/17/2023, 12:24:00 PM",AGIX/USDT,,LONG,10,0.237,0,4,5,50.9,100,100,50.9,0,50.9,closed,0.244,0.239,0.235,0.23,0.25,0.255,0.26,0.265,0.275,0.29,0.305,0.32,0.335,0.35,,0.215,24.59,45.082,65.574,86.066,127.049,188.525,250,311.475,372.951,434.426,,-118.852
MTL/USDT:SHORT:1.41,"07/06/2023, 10:01:23 PM","07/07/2023, 02:57:00 AM",MTL/USDT,,SHORT,10,1.337,0,2,1,4.669,100,50,2.335,0,2.335,closed,1.331,1.344,1.357,1.37,1.3,1.27,1.24,1.21,1.17,1.12,,,,,,1.41,23.291,45.83,68.37,90.909,120.962,158.527,,,,,,-59.354
CFX/USDT:SHORT:0.204,"07/07/2023, 12:37:05 PM","07/12/2023, 04:22:00 AM",CFX/USDT,,SHORT,10,0.188,0,3,3,19.084,100,75,14.313,0,14.313,closed,0.185,0.188,0.192,0.195,0.18,0.176,0.172,0.168,0.162,0.156,0.15,0.144,0.136,0.13,,0.204,24.39,46.07,67.751,89.431,121.951,154.472,186.992,219.512,262.873,295.393,,-105.691
RLC/USDT:SHORT:1.32,"07/07/2023, 10:06:10 PM","07/13/2023, 11:37:00 AM",RLC/USDT,,SHORT,10,1.242,0,2,2,15.307,100,50,7.654,0,7.654,closed,1.235,1.25,1.265,1.28,1.2,1.17,1.14,1.11,1.06,1,,,,,,1.32,27.947,52.248,76.549,100.851,141.353,189.955,,,,,,-69.259
LINA/USDT:LONG:0.0124,"07/08/2023, 07:48:50 AM","07/08/2023, 09:11:00 PM",LINA/USDT,,LONG,10,0.013,0,2,1,3.46,100,50,1.73,0,1.73,closed,0.013,0.013,0.013,0.013,0.013,0.014,0.014,0.014,0.015,0.015,0.016,,,,,0.012,19.787,42.618,65.449,88.28,126.332,156.773,217.656,,,,,-56.317
AVAX/USDT:LONG:12.6,"07/08/2023, 10:26:37 AM","07/09/2023, 11:06:00 PM",AVAX/USDT,,LONG,10,13.66,0,1,2,8.157,100,25,2.039,0,2.039,closed,13.66,13.44,13.22,13,13.9,14.2,14.5,14.8,15.3,15.6,16,,,,,12.6,17.57,39.531,61.493,83.455,120.059,142.02,171.303,,,,,-77.599
KLAY/USDT:SHORT:0.172,"07/10/2023, 01:19:50 PM","07/13/2023, 06:16:00 PM",KLAY/USDT,,SHORT,10,0.164,0,4,0,-48.867,100,100,-48.867,0,-48.867,closed,0.162,0.163,0.165,0.166,0.158,0.154,0.15,0.146,0.14,0.134,0.13,,,,,0.172,24.691,49.383,74.074,98.765,135.802,172.84,197.531,,,,,-61.728
BNB/USDT:LONG:238,"07/11/2023, 07:35:18 PM","07/14/2023, 08:30:00 PM",BNB/USDT,,LONG,10,245.326,0,3,2,11.267,100,75,8.45,0,8.45,closed,247,245.333,243.667,242,252,258,264,270,280,290,300,,,,,238,20.243,44.534,68.826,93.117,133.603,174.089,214.575,,,,,-36.437
IOST/USDT:LONG:0.0078,"07/12/2023, 10:14:53 AM","07/24/2023, 11:51:00 AM",IOST/USDT,,LONG,10,0.009,0,1,4,27.714,100,25,6.928,0,6.928,closed,0.009,0.009,0.008,0.008,0.009,0.009,0.009,0.01,0.01,0.01,0.011,0.011,0.012,,,0.008,27.714,50.808,73.903,96.998,143.187,189.376,247.113,293.303,385.681,,,-99.307
NKN/USDT:LONG:0.0975,"07/13/2023, 01:15:34 PM","07/14/2023, 08:30:00 PM",NKN/USDT,,LONG,10,0.1,0,2,3,20.716,100,50,10.358,0,10.358,closed,0.1,0.1,0.099,0.099,0.103,0.105,0.107,0.109,0.113,0.117,0.12,,,,,0.098,22.954,47.904,67.864,87.824,127.745,167.665,197.605,,,,,-26.946
AUDIO/USDT:LONG:0.18,"07/13/2023, 10:07:33 PM","07/14/2023, 08:20:00 PM",AUDIO/USDT,,LONG,10,0.194,0,2,2,11.397,100,50,5.698,0,5.698,closed,0.196,0.192,0.189,0.185,0.2,0.206,0.212,0.218,0.23,0.24,0.25,0.26,,,,0.18,20.408,51.02,81.633,112.245,173.469,224.49,275.51,326.531,,,,-81.633
DEFI/USDT:LONG:480,"07/13/2023, 10:22:08 PM","07/14/2023, 08:21:00 PM",DEFI/USDT,,LONG,10,514.151,0,2,2,10.138,100,50,5.069,0,5.069,closed,517,511.333,505.667,500,530,540,555,565,590,615,635,660,,,,480,25.145,44.487,73.501,92.843,141.199,189.555,228.24,276.596,,,,-71.567
AXS/USDT:LONG:5.8,"07/14/2023, 02:10:22 PM","07/14/2023, 06:30:00 PM",AXS/USDT,,LONG,10,6.6,0,1,1,2.525,100,25,0.631,0,0.631,closed,6.6,6.433,6.267,6.1,6.75,6.9,7.05,7.2,7.5,7.8,8.1,8.5,9,,,5.8,22.727,45.455,68.182,90.909,136.364,181.818,227.273,287.879,363.636,,,-121.212
ATOM/USDT:LONG:9.1,"07/14/2023, 02:30:52 PM","07/18/2023, 06:48:00 PM",ATOM/USDT,,LONG,10,9.742,0,4,0,-65.86,100,100,-65.86,0,-65.86,closed,9.99,9.827,9.663,9.5,10.2,10.5,10.8,11.1,11.6,12.2,13,,,,,9.1,21.021,51.051,81.081,111.111,161.161,221.221,301.301,,,,,-89.089
PEOPLE/USDT:LONG:0.0125,"07/15/2023, 11:41:00 AM","07/24/2023, 11:51:00 AM",PEOPLE/USDT,,LONG,10,0.014,0,4,0,-101.869,100,100,-101.869,0,-101.869,closed,0.014,0.014,0.014,0.014,0.015,0.015,0.015,0.016,0.016,0.017,0.018,0.019,0.02,,,0.013,17.422,38.328,59.233,87.108,142.857,198.606,254.355,310.105,393.728,,,-128.92
SOL/USDT:SHORT:27,"07/17/2023, 08:06:09 PM","07/18/2023, 02:28:00 AM",SOL/USDT,,SHORT,10,26.389,0,4,0,-23.151,100,100,-23.151,0,-23.151,closed,26.18,26.32,26.46,26.6,25.4,24.8,24.2,23.6,22.5,21,,,,,,27,29.794,52.712,75.63,98.549,140.565,197.861,,,,,,-31.322
SNX/USDT:SHORT:2.65,"07/17/2023, 08:35:20 PM","07/17/2023, 11:45:00 PM",SNX/USDT,,SHORT,10,2.57,0,4,0,-31.206,100,100,-31.206,0,-31.206,closed,2.54,2.56,2.58,2.6,2.48,2.42,2.36,2.3,2.22,2.16,2.1,,,,,2.65,23.622,47.244,70.866,94.488,125.984,149.606,173.228,,,,,-43.307
APT/USDT:LONG:6.8,"07/18/2023, 01:34:45 PM",,APT/USDT,,LONG,10,7.379,0,4,0,-51.483,100,100,0,-51.483,-51.483,open,7.67,7.48,7.29,7.1,7.8,7.95,8.15,8.35,8.7,9.1,9.5,10,10.6,11.2,12,6.8,16.949,36.506,62.581,88.657,134.289,186.441,238.592,303.781,382.008,460.235,564.537,-113.429
LPT/USDT:SHORT:4.5,"07/18/2023, 02:26:23 PM","07/27/2023, 10:48:00 AM",LPT/USDT,,SHORT,10,4.23,0,1,3,15.957,100,25,3.989,0,3.989,closed,4.23,4.287,4.343,4.4,4.15,4.05,3.95,3.85,3.65,3.45,3.25,3,,,,4.5,18.913,42.553,66.194,89.835,137.116,184.397,231.678,290.78,,,,-63.83
XRP/USDT:LONG:0.73,"07/18/2023, 03:10:49 PM","07/22/2023, 08:23:00 PM",XRP/USDT,,LONG,10,0.751,0,3,4,39.478,100,75,29.608,0,29.608,closed,0.756,0.751,0.745,0.74,0.775,0.795,0.81,0.83,0.86,0.89,0.92,,,,,0.73,25.132,51.587,71.429,97.884,137.566,177.249,216.931,,,,,-34.392
1000XEC/USDT:LONG:0.029,"07/19/2023, 03:36:23 PM","07/21/2023, 12:05:00 PM",1000XEC/USDT,,LONG,10,0.031,0,2,4,30.253,100,50,15.126,0,15.126,closed,0.032,0.031,0.031,0.03,0.032,0.033,0.034,0.035,0.036,0.038,0.039,0.041,0.044,,,0.029,22.222,47.619,73.016,95.238,142.857,190.476,238.095,301.587,396.825,,,-79.365
STMX/USDT:LONG:0.004,"07/19/2023, 10:02:47 PM","07/22/2023, 03:43:00 AM",STMX/USDT,,LONG,10,0.005,0,2,10,222.003,100,50,111.001,0,111.001,closed,0.005,0.005,0.005,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.007,0.007,,0.004,37.5,62.5,83.333,104.167,156.25,208.333,250,312.5,375,458.333,,-166.667
NEO/USDT:LONG:8.8,"07/22/2023, 02:30:47 PM","07/24/2023, 11:50:00 AM",NEO/USDT,,LONG,10,9.168,0,4,0,-40.166,100,100,-40.166,0,-40.166,closed,9.34,9.227,9.113,9,9.5,9.7,9.9,10.1,10.5,10.9,11.2,11.5,,,,8.8,17.131,38.544,59.957,81.37,124.197,167.024,199.143,231.263,,,,-57.816
ZEN/USDT:LONG:8.1,"07/22/2023, 02:50:34 PM","07/24/2023, 10:16:00 PM",ZEN/USDT,,LONG,10,8.51,0,1,4,38.386,100,25,9.597,0,9.597,closed,8.51,8.407,8.303,8.2,8.7,8.9,9.1,9.3,9.7,10.2,,,,,,8.1,22.327,45.828,69.33,92.832,139.835,198.59,,,,,,-48.179
ALICE/USDT:SHORT:1.08,"07/22/2023, 03:16:02 PM","07/23/2023, 04:27:00 AM",ALICE/USDT,,SHORT,10,1,0,1,1,2.222,100,25,0.556,0,0.556,closed,1,1.013,1.027,1.04,0.98,0.96,0.94,0.92,0.88,0.85,0.81,0.78,0.75,,,1.08,20,40,60,80,120,150,190,220,250,,,-80
TLM/USDT:SHORT:0.012,"07/23/2023, 12:37:08 PM","07/24/2023, 07:00:00 AM",TLM/USDT,,SHORT,10,0.011,0,2,1,2.625,100,50,1.312,0,1.312,closed,0.011,0.011,0.011,0.012,0.011,0.011,0.01,0.01,0.01,0.009,0.009,0.009,,,,0.012,13.636,36.364,54.545,77.273,118.182,154.545,190.909,227.273,,,,-90.909
BLZ/USDT:SHORT:0.0615,"07/23/2023, 12:58:22 PM",,BLZ/USDT,,SHORT,10,0.058,0,2,3,73.32,100,50,10.541,26.119,36.66,open,0.057,0.058,0.059,0.06,0.056,0.055,0.053,0.052,0.049,0.047,0.045,0.042,,,,0.062,22.688,48.866,75.044,101.222,144.852,179.756,223.386,267.016,,,,-73.298
OCEAN/USDT:SHORT:0.38,"07/24/2023, 12:07:10 PM",,OCEAN/USDT,,SHORT,10,0.354,0,2,0,16.204,100,50,0,8.102,8.102,open,0.351,0.357,0.364,0.37,0.34,0.33,0.32,0.31,0.295,0.28,0.27,0.26,,,,0.38,31.339,59.829,88.319,116.809,159.544,202.279,230.769,259.259,,,,-82.621
RVN/USDT:SHORT:0.0195,"07/24/2023, 03:16:00 PM","07/24/2023, 05:09:00 PM",RVN/USDT,,SHORT,10,0,0,0,0,0,100,0,0,0,0,closed,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.017,0.016,0.016,0.015,,,,,0.02,21.277,42.553,63.83,85.106,127.66,159.574,202.128,,,,,-37.234
MANA/USDT:SHORT:0.42,"07/25/2023, 01:48:06 PM",,MANA/USDT,,SHORT,10,0.39,0,3,0,18.3,100,75,0,13.725,13.725,open,0.383,0.39,0.398,0.405,0.374,0.366,0.358,0.35,0.335,0.32,0.31,,,,,0.42,23.499,44.386,65.274,86.162,125.326,164.491,190.601,,,,,-96.606
IMX/USDT:SHORT:0.76,"07/25/2023, 02:00:01 PM","07/28/2023, 04:30:00 AM",IMX/USDT,,SHORT,10,0.721,0,4,0,-54.122,100,100,-54.122,0,-54.122,closed,0.703,0.715,0.728,0.74,0.69,0.675,0.66,0.645,0.62,0.59,0.57,0.55,,,,0.76,17.794,39.146,60.498,81.851,117.438,160.142,188.612,217.082,,,,-81.851
EOS/USDT:SHORT:0.79,"07/25/2023, 02:11:25 PM",,EOS/USDT,,SHORT,10,0.755,0,4,0,11.704,100,100,0,11.704,11.704,open,0.74,0.75,0.76,0.77,0.725,0.71,0.695,0.68,0.65,0.625,0.6,,,,,0.79,20.27,40.541,60.811,81.081,121.622,155.405,189.189,,,,,-67.568
LINA/USDT:SHORT:0.013,"07/27/2023, 08:51:56 PM","07/28/2023, 03:02:00 PM",LINA/USDT,,SHORT,10,0.013,0,4,0,-35.939,100,100,-35.939,0,-35.939,closed,0.012,0.012,0.013,0.013,0.012,0.012,0.012,0.011,0.011,0.01,0.01,0.009,,,,0.013,24.194,48.387,72.581,96.774,145.161,193.548,233.871,274.194,,,,-48.387
ARPA/USDT:LONG:0.0475,"07/28/2023, 12:38:34 PM","07/29/2023, 01:35:00 PM",ARPA/USDT,,LONG,10,0.051,0,1,3,14.822,100,25,3.706,0,3.706,closed,0.051,0.05,0.05,0.049,0.052,0.053,0.054,0.055,0.057,0.06,0.062,0.064,,,,0.048,19.763,39.526,59.289,83.004,126.482,175.889,215.415,264.822,,,,-61.265
LTC/USDT:LONG:88.5,"07/28/2023, 03:01:27 PM","07/30/2023, 10:03:00 PM",LTC/USDT,,LONG,10,91.083,0,2,2,8.007,100,50,4.003,0,4.003,closed,91.3,90.867,90.433,90,93,95,97,99,103,107,109,112,,,,88.5,18.62,40.526,62.432,84.337,128.149,171.961,193.866,226.725,,,,-30.668
